"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","8","8","1","1.941360","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Game/03_PROPS/Materials/Note_Mat.Note_Mat","0","12","12","1","8.387350","0","0"
"/Game/03_PROPS/Materials/M_Porte.M_Porte","0","21","21","1","15.938481","0","0"
"/Game/03_PROPS/Materials/M_TuyauPorte.M_TuyauPorte","0","12","12","1","7.949354","0","0"
"/Game/03_PROPS/Materials/M_MancheLevier.M_MancheLevier","0","12","12","1","8.263314","0","0"
"/Game/03_PROPS/Materials/M_BaseLevier.M_BaseLevier","0","12","12","1","8.729256","0","0"
"/Game/03_PROPS/Materials/Note_Mat_UI.Note_Mat_UI","0","9","9","1","2.628646","0","0"
"/Game/03_PROPS/Materials/M_Tiroir.M_Tiroir","0","12","12","1","8.299692","0","0"
"/Game/03_PROPS/Materials/M_Table.M_Table","0","21","21","1","14.492649","0","0"
"/Game/05_VFX/FX_Gameplay/Steam_Particle_Material.Steam_Particle_Material","0","84","84","1","178.782822","0","0"
"/Game/03_PROPS/Materials/M_Generator.M_Generator","0","12","12","1","8.760530","0","0"
"/Game/03_PROPS/Materials/M_Fusible.M_Fusible","0","12","12","1","8.529821","0","0"
"/Game/03_PROPS/Materials/M_MurPorte.M_MurPorte","0","21","21","1","16.205021","0","0"
"/Game/03_PROPS/Materials/M_PorteVeranda.M_PorteVeranda","0","21","21","1","16.790930","0","0"
"/Game/03_PROPS/Materials/M_MurLong.M_MurLong","0","21","21","1","18.554356","0","0"
"/Game/03_PROPS/Materials/M_Mur.M_Mur","0","21","21","1","17.676235","0","0"
"/Game/03_PROPS/Materials/M_Mur2Faces.M_Mur2Faces","0","21","21","1","16.264521","0","0"
"/Game/03_PROPS/Materials/M_Coin.M_Coin","0","21","21","1","13.294903","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/03_PROPS/Materials/M_Scotch.M_Scotch","0","12","12","1","7.030520","0","0"
"/Game/03_PROPS/Materials/M_Keys.M_Keys","0","12","12","1","7.350566","0","0"
"/Game/03_PROPS/Materials/M_Veranda.M_Veranda","0","21","21","1","12.677487","0","0"
"/Game/03_PROPS/Materials/M_Tuyaux_3.M_Tuyaux_3","0","21","21","1","12.659409","0","0"
"/Game/03_PROPS/Materials/M_Tuyaux_2.M_Tuyaux_2","0","21","21","1","13.029753","0","0"
"/Game/03_PROPS/Materials/M_TuyauxCote_2.M_TuyauxCote_2","0","21","21","1","13.058927","0","0"
"/Game/03_PROPS/Materials/M_Library.M_Library","0","21","21","1","13.162507","0","0"
"/Game/03_PROPS/Materials/M_LampePlafond.M_LampePlafond","0","21","21","1","12.859876","0","0"
"/Game/03_PROPS/Materials/M_LampeMural.M_LampeMural","0","21","21","1","12.880858","0","0"
"/Game/03_PROPS/Materials/M_Commode.M_Commode","0","21","21","1","12.772295","0","0"
"/Game/03_PROPS/Materials/M_Canape.M_Canape","0","21","21","1","12.621759","0","0"
"/Game/03_PROPS/Materials/M_Roof.M_Roof","0","21","21","1","12.314323","0","0"
"/Game/03_PROPS/Materials/M_Ground.M_Ground","0","21","21","1","12.599495","0","0"
"/Game/03_PROPS/Materials/M_Colonne.M_Colonne","0","21","21","1","12.098364","0","0"
"/Game/03_PROPS/Materials/M_MurBrique.M_MurBrique","0","21","21","1","12.599811","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/03_PROPS/Materials/KeyDoor_Mat.KeyDoor_Mat","0","12","12","1","6.748683","0","0"
"/Game/03_PROPS/Metal.Metal","0","12","12","1","6.559730","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/UI/KeyDiskMaterial.KeyDiskMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/LaserPointer/M_LaserPointer-Core.M_LaserPointer-Core","0","0","16","1","0.000000","0","0"
